,ID,City,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Windspeed (MPH)
395,935264,Saint-Denis,-20.8823,55.4504,71.24,96,100,2.3
396,3388456,São José da Coroa Grande,-8.8978,-35.1478,78.22,82,11,16.71
397,1267853,Kāranja,20.4827,77.4886,87.17,53,100,8.63
398,1502422,Kosh-Agach,49.9927,88.676,54.28,71,2,3.0
399,3096880,Kalisz,51.7611,18.091,61.32,97,100,6.24
400,1266475,Kishtwār,33.3135,75.7673,66.4,50,0,5.97
401,2383523,Paoua,7.2427,16.4406,71.26,81,100,1.81
402,3722124,Lenbe,19.706,-72.4034,89.29,58,95,6.31
403,3855284,Gaimán,-43.2897,-65.4929,53.69,36,100,12.01
404,2282006,San-Pédro,4.7485,-6.6363,78.15,83,100,8.16
405,3901547,Villamontes,-21.2624,-63.469,74.52,60,99,6.35
406,191038,Kitui,-1.367,38.0106,68.18,50,81,11.61
407,7287775,Nizhnesortymskiy,62.4397,71.7603,56.05,84,71,12.8
408,6324533,Santa Ponsa,39.4967,2.501,76.44,67,0,7.9
409,3386177,Trairi,-3.2778,-39.2689,81.41,78,100,9.33
410,60019,Eyl,7.9803,49.8164,79.93,80,100,20.24
411,678588,Eforie Sud,44.0229,28.6494,70.61,68,0,7.47
412,2272491,Zwedru,6.0685,-8.1356,73.58,97,100,4.63
413,476077,Velikiye Luki,56.34,30.5452,60.37,66,96,5.35
414,616108,Vardenis,40.1833,45.7305,53.92,86,7,5.44
415,2448085,Agadez,16.9733,7.9911,86.22,39,0,17.2
416,371870,Kuraymah,18.55,31.85,101.32,9,49,9.82
417,3710114,El Porvenir,9.5528,-78.9523,81.82,82,100,18.66
418,1133310,Mīrābād,30.4362,61.8383,93.94,16,9,20.78
419,2621808,Fuglafjørður,62.244,-6.814,54.07,89,100,14.79
420,3449696,Santo Ângelo,-28.2992,-54.2631,75.11,75,100,4.88
421,577630,Belyayevka,51.3974,56.4167,67.93,81,100,7.34
422,964712,Plettenberg Bay,-34.0527,23.3716,57.07,86,9,3.29
423,361478,Al Badārī,26.9926,31.4155,102.92,10,5,14.72
424,552133,Karsun,54.1994,46.9827,66.96,95,100,5.84
425,487110,Strugi Krasnye,58.2675,29.1114,53.64,84,5,3.09
426,691578,Tetiiv,49.3767,29.6647,60.78,96,100,9.48
427,3405304,Bom Jesus,-9.0744,-44.3586,93.9,27,6,10.33
428,2450173,Taoudenni,22.6744,-3.9789,108.97,8,0,12.12
429,955313,Siyabuswa,-25.1132,29.0445,54.63,43,0,0.87
430,1498919,Mezhdurechenskiy,59.6,65.9333,64.51,94,80,4.74
431,1274342,Chhātāpur,26.2197,87.0048,84.13,81,100,12.15
432,376332,Doka,13.5167,35.7667,72.79,80,100,20.87
433,258438,Lefkada,38.8304,20.7044,71.53,78,0,11.5
434,1488465,Uporovo,56.3109,66.2693,73.96,75,0,5.7
435,2372532,Gabú,12.28,-14.2222,77.56,91,91,11.27
436,2451185,Sikasso,11.3176,-5.6665,82.31,64,65,1.7
437,1513714,Kosonsoy,41.2494,71.5474,74.03,33,2,8.5
438,477940,Ust-Tsilma,65.441,52.1498,46.62,68,92,5.99
439,3625710,Upata,8.0162,-62.4056,90.14,43,100,7.67
440,569359,Cherdyn',60.403,56.4787,61.09,96,0,5.7
441,3505947,Enriquillo,17.9,-71.2333,89.28,65,50,11.25
442,2214827,Mizdah,31.4493,12.9853,88.39,25,0,4.9
443,505269,Primorsk,60.3662,28.6062,56.43,64,0,6.17
444,3156980,Florø,61.5996,5.0328,66.16,48,75,12.66
445,1066512,Betahitra,-12.3173,49.2919,74.77,90,67,7.36
446,1492252,Sheregesh,52.9209,87.9869,58.05,88,4,3.65
447,2493222,I-n-Salah,27.1935,2.4607,105.04,7,4,7.58
448,601417,Oltinko`l,43.0687,58.9037,80.67,36,86,9.48
449,3663529,Manacapuru,-3.2997,-60.6206,86.41,65,100,4.29
450,3448879,São João del Rei,-21.1356,-44.2617,76.37,35,0,1.3
451,178443,Wajir,1.7471,40.0573,84.07,39,87,13.2
452,2473826,Bekalta,35.6174,10.9947,80.62,63,99,18.88
453,3384937,Xarqueada,-9.5672,-48.3917,93.7,22,2,9.35
454,3666082,Departamento del Vichada,4.4455,-69.799,84.07,73,56,3.11
455,3899539,Antofagasta,-23.6524,-70.3954,75.76,40,0,8.52
456,2281120,Tabou,4.423,-7.3528,78.49,80,100,8.72
457,945945,Upington,-28.4478,21.2561,60.46,24,0,7.29
458,5107505,Auburn,42.934,-76.566,69.82,59,20,5.99
459,18918,Protaras,35.0125,34.0583,84.99,39,0,7.0
460,3117862,Luanco,43.6152,-5.7934,64.22,75,100,3.0
461,2492913,Jijelli,36.821,5.7635,76.82,53,75,2.3
462,2400578,Fougamou,-1.2154,10.5838,76.64,89,100,1.5
463,3667202,Tibú,8.639,-72.7358,95.23,43,100,3.15
464,3435486,Chajarí,-30.7505,-57.9796,68.54,80,31,10.58
465,1272140,Dwārka,22.2394,68.9678,86.47,74,97,15.08
466,3140301,Sandnessjøen,66.0217,12.6316,66.72,91,6,13.71
467,2511230,San Sebastián de La Gomera,28.0916,-17.1133,73.76,68,0,8.05
468,235826,Zemio,5.0314,25.1361,69.08,99,100,4.9
469,1488414,Urengoy,65.9655,78.3693,43.56,88,4,12.3
470,3855121,General Conesa,-40.1041,-64.4559,62.6,40,0,19.82
471,1526265,Aral,47.0815,61.1524,87.73,29,65,6.91
472,1524478,Dzhalagash,45.0833,64.6667,81.03,27,0,7.09
473,2346893,Bokani,9.4333,5.2,78.76,71,95,6.02
474,2260401,Djambala,-2.5447,14.7533,73.49,70,56,4.14
475,3373553,Saint Philip,13.1049,-59.4486,88.12,70,20,14.97
476,502010,Revda,67.9371,34.5615,51.62,93,100,4.03
477,3928043,Talavera,-13.6531,-73.4292,75.0,42,0,4.61
478,1134720,Lashkar Gah,31.5938,64.3716,90.82,12,28,9.53
479,500695,Rudnichnyy,59.617,52.4703,56.8,82,60,6.04
480,3664321,Eirunepé,-6.6603,-69.8736,84.6,68,100,1.25
481,1076105,Hell-Ville,-13.3972,48.2666,80.6,72,100,7.78
482,409993,Al Muwayh,22.4333,41.7583,90.12,11,0,8.59
483,3650053,Yantzaza,-3.8326,-78.7608,75.25,90,66,1.14
484,2415703,Siguiri,11.4228,-9.1685,83.26,63,97,1.54
485,88319,Benghazi,32.1149,20.0686,74.46,68,0,18.1
486,1076227,Andovoranto,-18.9544,49.1094,72.25,88,90,6.51
487,5111484,Canton,44.5956,-75.1691,65.1,50,40,11.5
488,3838158,San Agustín de Valle Fértil,-30.6335,-67.4682,63.66,45,4,11.86
489,2525513,Bovalino,38.1538,16.1723,76.96,38,100,7.29
490,3670692,Rivera,2.7772,-75.2564,82.78,58,40,5.75
491,473263,Vizinga,61.0749,50.1031,50.34,84,100,6.87
492,3427431,Villa Gesell,-37.2639,-56.973,66.06,52,0,8.7
493,3456137,Nova Olímpia,-14.7972,-57.2881,96.13,24,0,4.5
494,1503726,Kharp,66.8014,65.8081,45.72,81,100,5.99
495,3902377,La Santisima Trinidad,-14.8333,-64.9,89.58,62,40,6.91
496,3838854,Río Grande,-53.791,-67.7059,34.88,68,3,21.43
497,4791259,Virginia Beach,36.853,-75.9774,83.19,62,20,13.8
498,3122426,Finisterra,42.9049,-9.2629,59.76,88,99,12.26
499,2432678,Faya-Largeau,17.9257,19.1043,96.49,12,0,3.98
